student_id,age,gender,study_hours_per_week,attendance_percentage,internet_access,parental_education_level,family_income_level,extra_classes,sleep_hours_per_day,previous_exam_score,final_exam_score,result
351,15,Female,19,83,1,Primary,Medium,1,5.6,61.0,54.7,Pass
352,15,Female,19,68,1,Primary,Low,1,8.0,68.3,46.2,Pass
353,14,Male,24,69,0,Graduate,High,1,4.9,66.5,65.0,Pass
354,17,Female,7,63,0,Graduate,High,0,6.5,19.9,14.0,Fail
355,15,Male,22,82,0,No Schooling,High,0,7.4,46.1,57.8,Pass
356,16,Female,10,59,1,Secondary,Medium,0,7.3,45.6,38.9,Fail
357,17,Male,10,65,0,Graduate,High,1,7.0,27.9,27.2,Fail
358,18,Female,27,53,1,No Schooling,High,1,8.6,60.9,69.8,Pass
359,14,Female,20,76,0,Primary,Medium,0,5.1,48.4,53.2,Pass
360,18,Female,9,77,1,No Schooling,High,1,6.5,32.2,41.3,Pass
361,17,Male,17,92,0,No Schooling,Low,0,8.4,56.2,55.3,Pass
362,17,Male,27,65,1,No Schooling,Medium,1,4.4,66.8,66.1,Pass
363,17,Male,15,82,0,No Schooling,Medium,0,4.3,40.7,30.5,Fail
364,18,Male,2,97,0,Graduate,Medium,0,5.2,53.0,51.2,Pass
365,17,Female,4,68,0,Secondary,Low,0,7.2,2.1,5.6,Fail
366,18,Female,19,70,0,No Schooling,Medium,0,5.3,40.9,51.9,Pass
367,17,Male,17,71,1,Higher Secondary,Medium,1,5.0,49.0,54.9,Pass
368,16,Male,5,58,1,Primary,Medium,0,6.3,14.3,23.3,Fail
369,17,Male,7,58,1,Primary,Medium,0,7.1,53.5,44.3,Pass
370,18,Female,18,58,1,Primary,Low,0,5.2,69.9,59.7,Pass
371,15,Male,21,76,1,Primary,High,0,5.5,50.5,53.2,Pass
372,17,Male,22,66,0,Primary,High,1,7.1,70.5,53.2,Pass
373,15,Female,27,93,1,No Schooling,Medium,0,8.7,77.4,78.3,Pass
374,16,Female,7,94,1,Secondary,Low,0,7.4,58.3,61.3,Pass
375,14,Male,17,57,1,Higher Secondary,Medium,1,7.9,49.5,51.0,Pass
376,16,Female,7,65,1,Graduate,High,0,5.8,37.3,34.7,Fail
377,17,Male,4,67,0,Higher Secondary,High,0,5.4,40.1,25.5,Fail
378,15,Female,8,82,0,Graduate,Low,0,6.3,49.1,44.9,Pass
379,15,Male,13,50,0,Graduate,High,0,8.0,36.0,35.4,Fail
380,18,Male,4,61,0,Higher Secondary,Medium,1,6.3,19.9,29.5,Fail
381,15,Male,6,55,1,No Schooling,Low,1,8.2,25.9,39.3,Fail
382,18,Male,25,90,1,Primary,High,1,8.9,54.0,74.0,Pass
383,14,Female,5,54,0,No Schooling,Medium,1,4.4,36.6,19.7,Fail
384,17,Female,12,65,0,Primary,Low,1,4.2,44.6,47.2,Pass
385,18,Female,4,67,1,Secondary,Medium,1,4.7,37.0,36.2,Fail
386,14,Female,24,98,1,Graduate,High,0,5.9,68.1,63.8,Pass
387,15,Male,29,67,0,Higher Secondary,Medium,0,4.7,52.2,69.7,Pass
388,15,Male,9,50,0,Secondary,Low,0,8.4,31.6,39.6,Fail
389,14,Female,4,68,0,Primary,Medium,0,4.1,32.5,38.6,Fail
390,15,Female,19,57,0,No Schooling,High,1,5.6,41.9,36.9,Fail
391,14,Female,24,52,1,Higher Secondary,Low,0,4.9,54.3,51.9,Pass
392,18,Female,14,74,1,Graduate,Low,0,8.7,39.7,46.2,Pass
393,18,Female,5,54,1,Secondary,High,1,7.3,29.5,39.8,Fail
394,14,Male,18,89,0,Graduate,Medium,0,8.6,42.3,53.7,Pass
395,18,Male,10,68,1,Primary,Medium,0,8.9,35.7,32.5,Fail
396,18,Male,25,67,1,Graduate,High,1,6.5,81.9,91.2,Pass
397,18,Female,19,99,0,No Schooling,Low,0,5.2,53.2,51.0,Pass
398,16,Female,12,80,0,Secondary,High,0,5.0,35.2,29.4,Fail
399,17,Female,18,82,0,Secondary,Low,1,5.1,50.4,44.6,Pass
400,15,Female,17,96,0,No Schooling,Low,0,7.5,52.4,43.4,Pass
401,16,Male,24,67,0,Graduate,Medium,0,4.2,74.0,50.7,Pass
402,18,Male,11,88,0,No Schooling,High,0,4.3,57.0,47.2,Pass
403,14,Female,3,65,1,Higher Secondary,Low,0,7.0,25.6,13.7,Fail
404,18,Male,23,65,1,No Schooling,Medium,0,7.2,50.6,59.9,Pass
405,17,Male,17,96,1,Graduate,High,1,7.3,44.7,57.1,Pass
406,18,Female,1,87,1,No Schooling,High,0,5.9,21.5,23.8,Fail
407,14,Female,15,90,1,Primary,Low,0,8.0,32.8,41.6,Pass
408,17,Female,28,56,1,No Schooling,Low,0,6.7,69.2,59.6,Pass
409,18,Female,9,63,0,No Schooling,Low,1,4.5,50.8,49.8,Pass
410,17,Female,15,92,0,Graduate,High,1,8.0,51.3,68.0,Pass
411,15,Female,28,97,0,Higher Secondary,Low,1,8.8,79.9,92.2,Pass
412,15,Male,24,74,1,Higher Secondary,High,0,4.3,50.3,43.9,Pass
413,18,Male,28,81,1,Graduate,Medium,0,6.0,49.9,58.9,Pass
414,17,Female,29,87,0,Graduate,High,0,6.4,70.2,70.7,Pass
415,14,Male,3,71,0,Graduate,Low,0,4.7,29.6,22.6,Fail
416,18,Female,22,65,0,Primary,High,0,8.3,69.5,69.5,Pass
417,15,Female,27,78,0,Secondary,Low,1,5.4,89.5,99.1,Pass
418,15,Female,19,65,0,No Schooling,Medium,0,7.9,45.2,52.7,Pass
419,18,Female,13,61,1,Graduate,Low,0,7.4,49.9,45.7,Pass
420,17,Male,12,66,1,Graduate,Low,1,7.0,49.0,49.8,Pass
421,15,Female,20,86,1,Graduate,Low,1,5.0,63.8,49.8,Pass
422,17,Male,1,76,0,Higher Secondary,Low,1,5.1,28.9,18.5,Fail
423,15,Female,21,74,1,Graduate,Low,1,4.2,60.3,65.9,Pass
424,15,Female,17,62,0,No Schooling,Low,1,5.2,48.1,50.2,Pass
425,16,Female,13,57,1,Graduate,Medium,0,5.7,56.2,67.8,Pass
426,15,Male,1,54,0,No Schooling,Medium,0,8.2,19.8,24.7,Fail
427,14,Female,10,61,0,Primary,High,0,5.8,50.7,35.4,Fail
428,18,Female,15,90,1,Secondary,Low,0,7.8,43.5,34.8,Fail
429,18,Female,27,52,1,Higher Secondary,High,0,6.2,30.8,55.5,Pass
430,17,Male,27,84,1,No Schooling,Medium,1,7.9,69.1,64.2,Pass
431,15,Male,7,82,1,Primary,Medium,0,8.9,29.7,25.1,Fail
432,14,Male,28,71,1,Secondary,Low,0,5.2,51.4,55.4,Pass
433,17,Female,22,99,0,Secondary,Low,1,8.3,80.7,84.0,Pass
434,16,Male,18,93,1,Secondary,High,1,7.1,49.5,49.7,Pass
435,17,Female,16,58,1,No Schooling,Medium,0,8.1,50.2,45.9,Pass
436,17,Male,14,90,0,Primary,High,0,7.3,68.1,70.5,Pass
437,15,Male,27,67,1,Graduate,High,1,6.1,57.1,71.5,Pass
438,16,Female,28,99,0,Primary,High,0,5.1,69.4,83.5,Pass
439,17,Male,18,78,1,Primary,Low,1,4.4,71.9,73.6,Pass
440,14,Female,27,88,1,Primary,Medium,0,6.7,65.7,77.5,Pass
441,14,Female,7,76,0,No Schooling,High,1,9.0,41.6,35.4,Fail
442,18,Male,17,85,1,No Schooling,Medium,1,7.7,65.4,67.4,Pass
443,16,Female,29,94,1,No Schooling,Medium,1,5.6,81.4,88.5,Pass
444,16,Female,18,66,1,Primary,High,0,8.1,45.3,66.1,Pass
445,18,Male,12,83,1,No Schooling,High,1,7.8,43.1,46.2,Pass
446,17,Male,8,95,0,Secondary,Low,1,5.4,34.6,29.7,Fail
447,16,Female,22,52,0,No Schooling,Medium,0,4.1,54.6,48.2,Pass
448,14,Male,2,54,1,Higher Secondary,High,0,4.6,15.6,24.3,Fail
449,14,Female,7,63,1,No Schooling,High,0,8.4,44.4,37.0,Fail
450,15,Female,4,52,0,No Schooling,Medium,1,8.2,42.5,39.4,Fail
451,16,Male,18,72,0,No Schooling,High,1,5.5,42.0,39.2,Fail
452,17,Male,28,88,1,No Schooling,Medium,1,5.4,83.8,77.9,Pass
453,18,Male,6,79,0,Higher Secondary,High,0,8.0,53.3,49.9,Pass
454,18,Male,27,99,0,Graduate,Medium,0,8.7,61.6,71.2,Pass
455,17,Female,9,94,0,No Schooling,High,1,7.9,58.7,57.8,Pass
456,15,Female,27,72,0,Secondary,High,0,7.0,67.7,59.6,Pass
457,18,Male,9,76,1,Higher Secondary,Low,0,5.2,48.9,41.8,Pass
458,16,Male,14,59,0,Graduate,Medium,1,6.6,36.1,37.0,Fail
459,15,Female,8,74,1,No Schooling,Low,1,5.2,61.3,41.6,Pass
460,16,Female,19,62,1,Graduate,High,0,8.0,43.4,44.8,Pass
461,14,Female,3,65,0,Secondary,Medium,1,5.9,35.4,23.6,Fail
462,15,Female,18,90,1,Higher Secondary,Medium,0,8.2,56.4,60.9,Pass
463,18,Male,5,83,1,Higher Secondary,High,0,5.9,40.8,38.8,Fail
464,15,Female,14,86,0,Graduate,High,1,8.1,42.0,53.1,Pass
465,15,Female,28,71,0,No Schooling,High,1,5.7,56.0,65.5,Pass
466,15,Male,4,66,0,Primary,High,0,6.2,28.7,29.1,Fail
467,15,Female,7,72,1,Higher Secondary,Medium,0,7.1,31.4,33.6,Fail
468,16,Female,20,85,1,Primary,Low,1,4.4,59.5,62.4,Pass
469,14,Male,25,98,1,Higher Secondary,Medium,0,8.7,75.3,58.8,Pass
470,17,Male,28,58,1,No Schooling,Medium,0,6.9,47.5,58.7,Pass
471,15,Male,12,51,0,No Schooling,Medium,0,6.5,45.4,47.2,Pass
472,18,Female,2,81,1,Higher Secondary,Medium,0,8.2,31.5,44.7,Pass
473,15,Female,11,99,0,Graduate,High,0,8.3,53.8,42.1,Pass
474,18,Male,14,71,0,No Schooling,Low,1,6.6,52.6,41.5,Pass
475,16,Male,22,92,0,No Schooling,Medium,0,8.6,66.4,49.6,Pass
476,18,Female,23,62,0,Secondary,Medium,0,4.3,41.1,37.1,Fail
477,17,Male,16,57,1,No Schooling,Low,1,4.6,60.7,53.5,Pass
478,14,Male,20,50,0,Secondary,High,1,7.0,52.7,50.2,Pass
479,18,Male,29,66,1,No Schooling,Medium,1,5.8,66.6,64.2,Pass
480,18,Female,6,61,0,No Schooling,High,0,6.3,26.0,28.1,Fail
481,14,Female,23,53,0,Graduate,Medium,0,5.6,54.0,62.2,Pass
482,17,Female,4,62,0,Graduate,Medium,1,6.0,31.4,29.3,Fail
483,15,Female,15,80,1,No Schooling,Low,1,8.1,60.5,58.2,Pass
484,18,Female,24,90,0,Higher Secondary,Low,1,7.0,84.5,81.5,Pass
485,14,Female,25,56,0,Higher Secondary,High,1,9.0,48.9,45.5,Pass
486,16,Male,1,72,0,No Schooling,Medium,1,7.9,35.6,32.7,Fail
487,14,Female,7,73,0,Higher Secondary,High,0,5.4,31.3,30.3,Fail
488,16,Female,25,54,1,No Schooling,Low,1,5.3,73.1,70.2,Pass
489,17,Male,12,54,1,Graduate,Low,0,5.7,53.5,43.9,Pass
490,15,Female,10,66,0,Primary,Low,0,8.2,36.8,38.3,Fail
491,14,Female,5,79,0,Secondary,Low,1,4.1,42.4,37.6,Fail
492,18,Male,12,58,1,Higher Secondary,Low,1,5.2,55.6,62.1,Pass
493,17,Male,18,55,1,Higher Secondary,High,1,8.5,61.5,48.0,Pass
494,14,Male,10,74,1,Graduate,High,1,7.2,57.8,55.9,Pass
495,18,Female,6,68,0,Higher Secondary,Low,1,5.1,31.4,39.5,Fail
496,14,Male,28,65,1,No Schooling,Medium,0,5.1,59.3,53.9,Pass
497,16,Female,12,70,0,No Schooling,Medium,1,8.3,32.6,37.7,Fail
498,14,Female,7,51,1,Primary,Medium,1,8.5,31.8,37.1,Fail
499,14,Female,18,59,1,Primary,Medium,0,5.3,46.9,65.0,Pass
500,14,Female,2,65,0,Primary,Medium,1,6.1,26.1,42.0,Pass
501,17,Male,10,86,1,No Schooling,Low,1,8.2,53.7,39.9,Fail
502,14,Male,15,64,0,Primary,High,1,7.9,51.9,50.2,Pass
503,18,Female,12,62,1,Primary,Low,0,8.1,38.9,44.3,Pass
504,16,Male,26,62,0,No Schooling,Medium,1,6.6,66.1,72.8,Pass
505,16,Female,17,81,1,Graduate,Medium,1,8.6,66.1,65.2,Pass
506,14,Female,4,94,1,Higher Secondary,High,1,5.6,34.2,22.9,Fail
507,17,Female,7,96,0,Secondary,Low,1,4.8,53.6,35.6,Fail
508,17,Male,9,95,0,No Schooling,High,0,7.5,35.9,25.4,Fail
509,18,Female,19,57,0,No Schooling,Medium,1,6.7,65.0,46.1,Pass
510,14,Female,28,92,0,Secondary,Medium,0,8.3,71.3,62.6,Pass
511,16,Male,27,67,1,Secondary,High,1,4.4,69.2,77.7,Pass
512,17,Male,23,85,1,Primary,Medium,1,8.2,50.1,64.0,Pass
513,14,Male,7,75,1,Secondary,Low,1,5.5,47.6,45.2,Pass
514,17,Male,23,59,1,Higher Secondary,Medium,0,7.3,56.2,59.1,Pass
515,17,Female,2,80,1,Higher Secondary,Medium,1,4.2,36.7,28.3,Fail
516,16,Male,6,82,1,Higher Secondary,Low,1,7.0,40.7,35.5,Fail
517,15,Female,18,78,0,Higher Secondary,Medium,0,7.6,56.7,44.8,Pass
518,18,Male,6,54,1,Higher Secondary,High,1,5.8,41.5,41.8,Pass
519,18,Male,13,62,1,Primary,High,1,5.1,50.9,53.9,Pass
520,16,Male,26,50,0,No Schooling,Medium,1,6.7,72.2,63.0,Pass
521,17,Male,19,72,1,Secondary,Low,1,8.2,50.9,46.4,Pass
522,14,Male,2,89,1,No Schooling,Low,0,5.6,26.8,27.2,Fail
523,17,Male,12,52,1,Secondary,High,0,5.3,40.7,43.1,Pass
524,16,Female,15,52,0,Primary,Medium,0,5.4,44.7,51.2,Pass
525,18,Male,14,56,0,Primary,Low,1,8.7,48.0,61.7,Pass
526,17,Male,6,85,1,Graduate,Low,1,5.8,29.6,21.1,Fail
527,18,Male,18,84,0,Graduate,High,1,4.0,45.2,45.7,Pass
528,14,Male,5,64,1,Primary,High,1,7.9,32.9,25.2,Fail
529,18,Female,18,89,1,Primary,Low,0,7.5,38.8,39.3,Fail
530,18,Male,3,52,1,Secondary,High,1,4.6,30.7,22.9,Fail
531,15,Male,3,78,0,Primary,Low,0,8.9,27.2,40.9,Pass
532,15,Male,22,79,1,No Schooling,Medium,1,7.0,55.6,68.2,Pass
533,15,Male,22,88,1,Secondary,High,1,6.5,61.9,61.9,Pass
534,18,Female,10,67,1,Primary,High,0,5.9,39.2,21.4,Fail
535,16,Male,19,60,1,Secondary,Medium,1,8.5,39.6,52.3,Pass
536,18,Female,3,92,1,Secondary,Low,0,5.2,29.1,29.1,Fail
537,16,Male,29,98,0,Higher Secondary,Low,0,5.4,70.3,64.4,Pass
538,16,Female,12,87,1,Graduate,High,1,4.6,49.1,51.2,Pass
539,15,Female,29,89,0,Secondary,Low,0,7.8,67.5,65.4,Pass
540,17,Male,16,50,1,Secondary,Low,0,7.0,55.6,61.2,Pass
541,14,Male,17,78,0,Higher Secondary,Medium,1,7.0,63.4,62.0,Pass
542,15,Female,7,59,1,Primary,Medium,0,5.1,24.8,14.9,Fail
543,15,Female,13,77,1,Secondary,Medium,0,7.3,35.2,37.4,Fail
544,17,Male,24,80,0,Higher Secondary,High,1,7.8,60.9,66.3,Pass
545,14,Female,2,68,0,No Schooling,Medium,0,5.8,35.7,32.4,Fail
546,18,Female,4,52,1,Higher Secondary,Medium,1,8.0,8.3,26.0,Fail
547,18,Female,10,85,0,Graduate,Low,0,5.7,41.3,48.9,Pass
548,15,Male,7,92,0,Graduate,Medium,1,7.8,40.0,37.1,Fail
549,14,Female,24,64,1,Primary,High,1,4.2,75.2,73.8,Pass
550,15,Female,17,82,1,Primary,Medium,1,6.8,67.9,75.4,Pass
551,16,Female,20,90,1,Graduate,High,1,8.8,50.3,48.6,Pass
552,15,Male,6,92,1,Graduate,Low,1,8.9,56.6,44.6,Pass
553,15,Male,19,100,1,Secondary,Low,0,5.4,38.2,31.4,Fail
554,18,Female,5,94,0,Graduate,Medium,1,6.2,46.8,34.5,Fail
555,18,Male,10,75,1,Primary,Low,1,4.3,52.5,46.3,Pass
556,18,Female,9,65,0,Graduate,Medium,0,8.4,49.9,30.3,Fail
557,16,Male,27,85,1,Primary,Low,1,6.8,76.3,79.0,Pass
558,18,Male,13,82,1,No Schooling,High,0,5.9,40.5,38.0,Fail
559,14,Female,19,69,0,Graduate,Low,0,4.6,39.1,43.7,Pass
560,17,Male,21,62,1,Primary,Medium,1,8.7,72.7,61.5,Pass
561,14,Male,24,82,0,Higher Secondary,Medium,0,6.7,77.6,73.0,Pass
562,14,Male,6,54,0,Secondary,Medium,0,5.4,20.7,37.1,Fail
563,18,Female,4,86,0,Primary,High,0,5.8,32.0,26.2,Fail
564,17,Male,24,63,1,Graduate,Low,1,5.4,76.5,53.9,Pass
565,17,Male,27,76,1,Graduate,Medium,0,7.0,74.0,84.1,Pass
566,17,Female,3,72,1,No Schooling,High,1,8.6,32.2,36.4,Fail
567,16,Male,3,63,1,Higher Secondary,High,1,8.3,23.8,27.4,Fail
568,18,Male,4,89,1,Primary,High,0,6.3,27.3,31.7,Fail
569,17,Male,25,53,1,Higher Secondary,Low,1,8.1,70.9,72.9,Pass
570,16,Male,5,88,0,No Schooling,Low,0,6.1,30.2,42.6,Pass
571,15,Male,8,68,1,Secondary,Low,0,5.3,31.3,37.6,Fail
572,15,Female,16,96,1,Higher Secondary,High,1,8.9,66.9,60.0,Pass
573,16,Female,22,53,1,No Schooling,Low,1,5.5,57.7,70.8,Pass
574,16,Male,3,79,1,Primary,Medium,1,5.6,40.1,47.7,Pass
575,18,Male,24,68,0,Secondary,High,0,8.9,53.2,69.1,Pass
576,18,Male,12,80,0,Graduate,Low,0,4.7,38.3,41.5,Pass
577,15,Female,25,80,0,No Schooling,High,0,7.8,54.2,55.0,Pass
578,17,Female,8,58,0,Graduate,High,1,8.7,41.5,47.2,Pass
579,15,Male,13,62,0,Secondary,Low,0,6.6,39.0,44.8,Pass
580,17,Male,4,63,1,No Schooling,High,0,4.0,30.8,26.3,Fail
581,17,Female,14,95,0,No Schooling,Low,0,5.9,39.3,47.5,Pass
582,18,Male,14,59,0,Secondary,Low,0,4.6,45.7,44.8,Pass
583,14,Female,13,97,1,Primary,Low,1,6.1,59.7,57.9,Pass
584,14,Female,27,80,1,No Schooling,High,0,8.0,74.8,84.4,Pass
585,16,Male,6,86,0,Secondary,High,1,6.2,43.3,27.6,Fail
586,18,Female,17,72,1,Higher Secondary,Low,0,6.2,53.0,44.6,Pass
587,17,Male,4,76,1,Graduate,High,0,6.8,13.6,12.2,Fail
588,14,Male,8,55,0,No Schooling,Low,0,6.9,39.9,54.1,Pass
589,17,Male,17,75,1,Higher Secondary,Medium,1,8.3,42.8,54.3,Pass
590,14,Male,3,51,0,No Schooling,High,1,5.5,35.2,35.9,Fail
591,14,Male,17,94,0,Primary,High,1,8.1,58.0,67.2,Pass
592,14,Male,9,62,1,Secondary,Medium,0,6.8,19.0,18.4,Fail
593,18,Female,2,100,0,No Schooling,Medium,0,5.5,32.1,11.2,Fail
594,15,Female,25,99,0,Secondary,Medium,1,5.5,57.2,60.4,Pass
595,17,Female,13,68,1,No Schooling,Low,0,5.8,54.0,56.9,Pass
596,18,Female,20,50,1,Primary,Low,0,7.1,42.8,48.6,Pass
597,18,Male,2,89,1,Primary,Medium,1,5.2,27.3,13.3,Fail
598,18,Female,20,81,1,Higher Secondary,Low,0,8.6,63.9,57.4,Pass
599,18,Female,28,71,0,Primary,High,0,6.9,62.9,59.0,Pass
600,18,Female,11,97,1,Secondary,Medium,0,8.6,53.8,46.5,Pass
601,16,Male,27,78,1,Primary,High,1,4.2,70.8,59.8,Pass
602,17,Female,26,51,0,No Schooling,Low,0,5.7,65.9,68.4,Pass
603,18,Male,22,89,0,Primary,Medium,1,4.1,60.7,54.6,Pass
604,17,Female,15,87,0,Secondary,Low,0,5.4,32.8,43.2,Pass
605,16,Male,11,97,0,No Schooling,High,1,8.3,39.7,34.8,Fail
606,16,Male,23,60,1,Higher Secondary,Low,1,4.2,64.9,64.4,Pass
607,17,Female,3,66,1,Higher Secondary,High,1,6.2,25.7,25.0,Fail
608,14,Male,3,100,0,Higher Secondary,Low,1,4.6,52.3,42.5,Pass
609,15,Male,28,92,0,No Schooling,High,0,6.1,57.9,68.8,Pass
610,14,Female,26,57,0,Higher Secondary,Low,1,8.2,71.3,78.6,Pass
611,14,Female,12,71,0,Primary,Medium,0,7.1,35.0,45.8,Pass
612,14,Female,24,53,1,No Schooling,Medium,0,7.7,68.0,73.6,Pass
613,18,Male,5,60,0,No Schooling,Low,1,5.7,35.6,34.6,Fail
614,16,Male,20,57,1,No Schooling,High,0,8.7,52.0,52.3,Pass
615,14,Male,7,58,0,Graduate,Low,0,7.5,34.5,42.1,Pass
616,16,Female,7,75,1,Secondary,Medium,0,6.1,48.3,36.3,Fail
617,17,Male,13,51,1,Graduate,High,0,6.1,37.3,37.8,Fail
618,15,Male,9,65,1,Graduate,Low,1,8.6,22.2,23.9,Fail
619,17,Male,25,80,1,Graduate,Low,0,6.9,76.5,67.1,Pass
620,17,Male,21,55,0,Secondary,High,0,7.5,45.3,50.4,Pass
621,18,Male,13,70,1,Graduate,Low,0,6.1,69.1,57.3,Pass
622,15,Male,12,75,0,Higher Secondary,Medium,0,5.1,34.5,29.9,Fail
623,17,Male,13,68,1,No Schooling,Medium,0,7.6,39.1,43.2,Pass
624,17,Female,24,77,1,No Schooling,High,1,7.0,74.5,73.6,Pass
625,15,Female,10,57,0,Primary,Low,0,6.5,39.7,35.3,Fail
626,15,Female,1,63,0,Higher Secondary,Low,1,7.1,29.6,45.4,Pass
627,17,Male,25,73,1,Secondary,Medium,0,5.0,56.8,62.7,Pass
628,15,Male,8,97,1,No Schooling,High,1,8.0,37.5,39.4,Fail
629,17,Female,22,93,0,Graduate,High,0,8.7,54.1,55.1,Pass
630,17,Male,16,86,1,Primary,High,0,8.5,37.6,46.7,Pass
631,18,Female,13,75,0,Primary,Medium,1,5.6,67.6,59.6,Pass
632,14,Male,3,80,0,No Schooling,Medium,1,6.0,23.3,23.6,Fail
633,17,Male,3,100,0,Higher Secondary,High,1,8.0,36.6,45.3,Pass
634,16,Female,24,81,1,Primary,High,0,7.0,70.2,56.1,Pass
635,14,Female,5,99,1,No Schooling,Low,1,6.7,45.3,36.2,Fail
636,14,Female,26,90,0,Higher Secondary,Low,1,8.6,65.1,75.9,Pass
637,14,Female,11,51,0,No Schooling,High,1,6.7,35.3,30.8,Fail
638,18,Female,7,74,0,No Schooling,Medium,0,6.6,26.6,17.1,Fail
639,17,Male,21,93,0,Higher Secondary,Medium,0,4.2,56.9,51.8,Pass
640,18,Male,24,51,1,Higher Secondary,Low,0,4.3,58.2,67.6,Pass
641,17,Male,10,91,0,Higher Secondary,High,1,4.0,36.9,28.0,Fail
642,18,Female,10,50,1,No Schooling,Medium,0,8.6,43.8,41.7,Pass
643,18,Female,20,85,0,Primary,Medium,0,6.0,56.2,60.3,Pass
644,16,Female,2,61,1,Secondary,Medium,0,6.3,18.5,15.6,Fail
645,18,Female,3,58,1,Secondary,Medium,0,8.2,21.7,21.7,Fail
646,15,Female,8,85,1,No Schooling,Low,1,7.0,57.2,43.9,Pass
647,16,Female,11,90,1,No Schooling,Medium,0,7.0,54.7,45.5,Pass
648,18,Male,13,77,1,Primary,Medium,1,5.5,53.0,39.5,Fail
649,14,Male,7,87,0,Higher Secondary,High,1,8.2,35.6,34.7,Fail
650,15,Male,13,82,0,No Schooling,High,1,4.8,54.8,57.6,Pass
651,15,Male,2,91,1,Graduate,Low,1,4.3,38.4,42.5,Pass
652,15,Male,6,95,0,Higher Secondary,Low,1,5.0,60.0,56.8,Pass
653,16,Female,9,71,0,No Schooling,Low,1,5.3,39.4,38.3,Fail
654,18,Female,20,74,0,Graduate,Low,0,5.4,69.0,77.2,Pass
655,18,Female,25,67,0,Primary,Medium,1,7.4,64.5,86.0,Pass
656,14,Female,2,55,0,Graduate,High,0,5.1,9.1,14.6,Fail
657,14,Female,18,67,0,No Schooling,Medium,1,7.4,85.1,66.4,Pass
658,15,Female,16,65,0,Secondary,Medium,0,4.5,29.0,46.1,Pass
659,14,Male,25,64,1,No Schooling,Medium,1,4.7,44.9,43.0,Pass
660,16,Female,12,97,0,Secondary,High,0,6.5,26.4,26.1,Fail
661,18,Female,7,57,0,Primary,Low,0,8.6,55.0,32.3,Fail
662,15,Female,7,62,0,Primary,Low,1,8.3,55.3,54.6,Pass
663,14,Female,17,92,1,Higher Secondary,High,1,8.8,62.5,43.1,Pass
664,16,Male,13,56,1,Higher Secondary,High,1,7.3,48.6,56.3,Pass
665,16,Male,11,66,0,Secondary,Low,1,7.4,43.8,58.4,Pass
666,14,Female,6,99,1,Secondary,Medium,0,7.1,24.0,41.5,Pass
667,18,Male,29,81,1,Primary,Low,0,7.1,85.4,72.8,Pass
668,14,Male,23,71,0,Graduate,High,1,4.7,74.1,53.6,Pass
669,15,Female,27,100,1,Secondary,Low,1,6.7,66.2,64.2,Pass
670,14,Female,14,62,0,Secondary,Low,0,5.9,42.9,51.1,Pass
671,16,Female,6,96,1,Graduate,Low,1,6.2,45.1,48.9,Pass
672,14,Female,6,72,0,Higher Secondary,High,0,6.6,28.5,35.1,Fail
673,18,Female,2,78,1,Higher Secondary,High,1,4.6,27.6,27.9,Fail
674,17,Male,22,71,0,Secondary,Low,1,5.8,58.2,78.4,Pass
675,14,Female,20,50,0,Higher Secondary,Low,0,4.3,39.7,41.2,Pass
676,18,Female,25,78,1,Higher Secondary,Medium,0,8.9,74.5,69.2,Pass
677,18,Female,15,97,0,Higher Secondary,Medium,1,4.6,56.3,41.8,Pass
678,16,Male,28,54,0,Primary,Low,0,5.3,51.3,63.0,Pass
679,18,Female,17,84,1,No Schooling,High,1,8.5,58.4,57.4,Pass
680,18,Female,29,59,0,Secondary,Medium,0,6.4,59.8,73.4,Pass
681,18,Female,8,68,0,Secondary,Low,1,4.7,35.6,29.8,Fail
682,18,Male,5,86,1,Primary,Medium,1,5.9,48.1,45.0,Pass
683,15,Female,17,56,0,No Schooling,Medium,1,4.6,44.5,42.7,Pass
684,15,Female,20,95,1,No Schooling,Medium,0,5.0,55.8,54.2,Pass
685,16,Female,1,84,0,Primary,High,0,4.3,13.1,13.3,Fail
686,14,Male,22,94,1,Graduate,Low,0,6.2,64.1,49.9,Pass
687,18,Female,18,62,1,Graduate,High,0,8.0,61.1,59.5,Pass
688,14,Female,15,59,0,No Schooling,High,1,6.9,44.0,51.2,Pass
689,14,Female,5,51,1,Graduate,Medium,0,7.0,20.8,17.0,Fail
690,16,Male,7,55,0,Graduate,Low,0,5.0,19.4,38.5,Fail
691,18,Female,18,57,0,Graduate,Medium,0,5.7,26.9,37.4,Fail
692,18,Female,6,85,1,No Schooling,High,1,8.2,54.3,42.2,Pass
693,17,Female,22,74,0,Graduate,High,0,4.4,60.0,53.6,Pass
694,14,Male,21,93,0,Secondary,Low,0,8.3,67.1,78.0,Pass
695,14,Male,5,96,1,No Schooling,High,1,6.4,46.8,33.2,Fail
696,15,Female,19,89,0,Primary,High,1,8.2,52.1,58.7,Pass
697,17,Male,10,56,0,Graduate,Low,1,5.6,33.6,41.9,Pass
698,15,Male,15,95,1,Higher Secondary,Medium,1,5.7,54.0,55.7,Pass
699,15,Male,10,72,0,No Schooling,Low,1,7.8,37.4,35.3,Fail
700,15,Female,27,68,0,Primary,High,1,7.9,61.8,74.9,Pass
701,16,Female,16,95,1,Secondary,Low,1,5.1,71.5,63.1,Pass
